URL,Original Title,English Title,Genre,Episodes,Broadcast Network,Broadcast Start Date,Broadcast End Date,Production Company,Director,Screen Writer,Synopsis
https://www.turkishdrama.com/deception-aldatmak-tv-series.html,Aldatmak,Deception,"Drama, Family",12.0,Atv,"September 22, 2022",present,Tims&B Productions,Murat Saracoglu,"Yildiz Tunc, Atilla Ozel, N.Selena Caglayan","Guzide (Vahide Percin) is a successful judge. She has been married to Tarik (Mustafa Ugurlu) for 30 years and has two children: Ozan (Yusuf Cim) and Oylum (Feyza Sevil Gungor).  Guzide and Tarik know each other from the law school. Guzide becomes a judge while Tarik becomes a lawyer. They have a happy marriage and get along well very well.However, Guzide’s happy life turns upside down after she discovers her husband’s infidelity. Tarik has been living with another woman for 5 years and has a little daughter. Tarik lies both to her wife and her lover. Guzide never suspects her husband and thinks that she has a happy marriage. Likewise, Tarik’s lover Yesim (Asena Girisken) also does not know that Tarik is married to another woman.

When Guzide learns about her husband’s love affair, she immediately decides to end her marriage. She is very strong and respectable. She cannot stand for the fact that she has deserved that kind of attitude.Guzide wants to continue her life without her husband. She is proud of her children and thinks that she can live happily with her children. However, Guzide does not know many things about her children.Oylum is a successful student who goes to medical school for 3 years. However, she becomes unsuccessful at the school due to absenteeism. Oylum, in fact, wants to quit medical school and go to a dance school in New York City. But, she does not inform her parents about her situation.Ozan, on the other hand, works at a company as a civil engineer. He is an ambitious and restless man who wants to become rich as soon as possible. Even though he is successful at his work, he does not have patience. Due to his lack of patience, he gets into trouble and tries his best to get over his problems.  Meanwhile, the lives of Guzide and her college friend Ali Sezai intersect. Ali Sezai is a successful lawyer who has been in love with Guzide for a long time. He never gives up his love for Guzide even though Guzide has been married to Tarik. When Guzide decides to end her marriage, Ali Sezai finds an opportunity to become close to his long-continued love.Deception (Aldatmak) tv series story is about Guzide who is a successful judge and suffers from the affair of his husband. Will Guzide forgive her husband Tarik eventually? Will Oylum eventually explain that she has dropped out of medical school? Will Ozan manage to become successful in his career? Will Guzide manage to prove the innocence of her daughter and clear their name? Will Tarik become happy in his new life together with his girlfriend and little daughter? Will Guzide become happy in her new life after she finds out her husband’s affair?Deception (Aldatmak)"
https://www.turkishdrama.com/poison-ivy-gecenin-ucunda-tv-series.html,Gecenin Ucunda,Poison Ivy,"Romance, Drama",10.0,Star TV,"October 5, 2022",Present,"TMC Film, Alim Yapim",Baris Ercetin,"Basar Basaran, Emre Ozdur","Macide (Neslihan Atagul) is a young and beautiful girl who has studied psychology and has been working at a private company. She has an ordinary life together with her mother. Macide has some problems with her mother who is addicted to gambling. Even though she complains about her mother’s reckless behavior, she tries to do her best to get along well with her.  Macide is not happy at her job and wants to become a healer as like her father. She eventually gets her courage and quits her job and goes to Istanbul to attend a training course about healing. She just wants to follow her destiny and tries to understand whether she has a healing power or not.

Macide eventually goes to Istanbul to heal herself by healing others. She believes that she has the healing power that she has received from her father. She decides to attend the healing course given by Sara (Ozge Ozder).On her way to Istanbul, Macide bumps into a young man whose name is Ahmet Isik (Sarp Levendoglu). Ahmet comes from a wealthy family and falls in love with Macide at first sight. In fact, Ahmet has some psychological problems and passionately holds on to the woman that he is in love with.Even though Macide tries her best to keep away from Ahmet, she cannot manage to do it. Ahmet follows her everywhere, secretly watches all her actions and tries to win Macide’s heart. He seems to be very kind and understanding. However, Macide does not develop some feelings toward him despite the fact that he seems to be perfect.Macide tries to stay away from Ahmet and wants to concentrate on her training course. But, no matter how hard she tries, she finds herself beside the Isik family. Out of pure coincidence, she bumps into Ahmet’s elder brother Kazim and inexplicably, she is attracted to him.Kazim Isik (Kadir Dogulu) is a successful businessman who has everything he wants in life. He is married to Nermin (Tuba Unsal) who has some psychological problems. Kazim is a strong man who is betrayed all the time by his loved ones. He always feels that he all alone.  Kazim bumps into Macide for the first time and finds her by his side at his weakest moment. He is attracted by her purity and energy. However, he wants to do his best to keep her away from his family.Poison Ivy (Gecenin Ucunda) tv series story is about a young girl Macide who follows her heart and meets a successful businessman Kazim Isik. Will Macide follow her destiny and become a healer? Will Macide manage to stay away from Isik family? Will Kazim continue to become strong and fight against all his enemies within and outside of his family? Will Kazim manage to protect Macide from cruelty of the rich? Will Macide preserve the purity and innocence in Istanbul?Poison Ivy (Gecenin Ucunda)"
https://www.turkishdrama.com/golden-boy-yali-capkini-tv-series.html,Yali Capkini,Golden Boy,"Romance, Drama",36.0,Star TV,"September 23, 2022",Present,OGM Pictures,Burcu Alptekin,Mehmet Baris Gunger,"Halis Agha (Cetin Tekindor) is the head of Korhanli family who founds a large jewelry company from nothing. He is an authoritarian man who always says the last word in the family. Even though he has some health problems and leaves the family business to his son Orhan, he still continues to make important decisions.  Ferit (Mert Ramazan Demir) is the grandson of Halis Agha. He graduates from a university in the USA just because his family wants to send him away as a punishment. After returning to Istanbul, Ferit continues his carefree and reckless life.

Ferit is just the opposite of his brother Fuat (Dogukan Polat) and his father Orhan (Emre Altug). He is not obedient and he wants to live as he wishes. However, he is dependent on his family’s financial assistance, and for this reason, he has no courage to rebel against his family.When Halis Agha is tired of Ferit’s reckless behaviors, he decides to make him get married to someone from his hometown Gaziantep. He charges his eldest daughter-in-law Ifakat (Gulcin Santircioglu) to find a nice girl who is suitable for Korhanli family. Ferit has nothing to do but accept this marriage. He thinks that his marriage would be on paper and he could continue to live as he wants.In order to find a perfect bride for Korhanli family, Ifakat goes to Gaziantep and starts to look for prospective brides. This news becomes so popular in Gaziantep because Korhanli family is one of the wealthiest families in Istanbul.Kazim (Diren Polatogullari) is one of the wealthiest families in Gaziantep too. He has two daughters Suna (Beril Pozam) and Seyran (Afra Saracoglu). He wants his daughters to get married to rich men. Thus, he does not want to lose the opportunity to be in-laws with the Korhanli family.Ifakat sees Suna and decides that she is the right bride for Korhanli family. She informs the Korhanli family and calls Ferit and his parents to Gaziantep in order to ask for Suna’s hand in marriage.  When Ferit comes to Gaziantep, he wants to wander around for a bit. Out of pure coincidence, Ferit bumps into Seyran without knowing that they are supposed to become brother-in-law and sister-in-law. The two do not get along well at first and Seyran says that she would never meet him again.Soon after, Korhanli family goes to Suna’s house to ask for her hand in marriage. However, Ferit wants to get married to Seyran instead of Suna. The father Kazim accepts it without thinking about his daughters and without thinking how this would affect his family.The lives of Suna and Seyran turn upside down. Suna is the elder daughter in the family and if she cannot get married before her younger sister, the conservative people in the city would talk about it negatively. On the other hand, Seyran has no intention to get married because she wants to continue her education. Without thinking about his daughters, Kazım approves of Seyran’s marriage with Ferit. He is so happy to be in-laws with Korhanli family.Golden Boy (Yali Capkini) tv series story is about young girl Seyran who is forced to get married to a womanizer rich boy Ferit. Will Ferit manage to continue his life as he wishes after he accepts to get married? Will Seyran manage to continue her education after she gets married? Will Seyran get along well with Korhanli family? Will Ferit and Seyran get along well after they know each other more and more? Will Suna find peace after her sister goes to Istanbul? Will Ferit and Pelin continue their relationship after Ferit gets married to Seyran? Will Seyran get used to her new life in Korhanli house? Will Asuman and Fuat eventually have a baby? Will Suna start to make revenge plans to get back her stolen future?Golden Boy (Yali Capkini)"
https://www.turkishdrama.com/as-the-crow-flies-kus-ucusu-tv-series.html,Kus Ucusu,As the Crow Flies,"Drama, Romance",8.0,Netflix,,,Ay Yapim,Deniz Yorulmazer,Meric Acemi,"Lale (Birce Akalay) is a successful anchor who has a perfect life. She is married to Selim (Burak Yamanturk) and has two children. She successfully manages the work-life balance.  Lale has been working as an anchor for a long time together with her college friends. Kenan (Ibrahim Celikkol) is a handsome man who used to date Lale during their college years. Even though he still loves Lale, he respects her new life and remains beside her as her trustworthy friend.

Muge (Irem Sak) is another close friend of Lale. She works as an editor on the channel. Even though she always wanted to become an anchor, she had to work at backstage. Muge stays in the shadow of Lale and thus, secretly envies her friend.Even though Lale, Kenan and Muge work in harmony in the channel, their lives change all of a sudden when new interns come to the channel.Asli (Miray Daner) is a young and ambitious girl who admires Lale since her childhood. She wants to be become a successful anchor as her role model. For this reason, she starts to work as an intern at the television channel where respected news anchor Lale works.Asli bluffs her way into an internship at Lale’s office and does anything to prove herself. Even though Asli is a longtime fan of Lale, she wants to follow a different strategy to become successful.Asli belongs to Gen X and she has different way to adapt to the new world, social media, and new ways of business. Her strategy to become successful is totally different from the people of previous generations. Asli wants to fly as the crow instead of relying on the hardworking while climbing the stairs of the success.  Asli does not refrain from anything in order to prove herself. She sets traps for other interns and behaves as if she is friend but acts behind their back. She uses the methods of the new world such as fake accounts on social media. As story develops, Asli does her best to take down Lale and become a news anchor. In order to reach her goal, Asli approaches Lale in a friendly way but does anything to ruin her life.As the Crow Flies (Kus Ucusu) tv series story is about young girl Asli fly as the crow instead of relying on the hardworking while climbing the stairs of the success. Will Asli manage to prove herself in the television channel? Will Asli become successful with her methods of the new world? Will Lale understand Asli’s bad intentions? Will Lale manage to sustain a work life balance in her life?As the Crow Flies (Kus Ucusu)"
https://www.turkishdrama.com/love-on-duty-gizli-sakli-secret-mission-tv-series.html,Gizli Sakli,Love On Duty,"Romantic Comedy, Action",8.0,Fox TV,8 June 2022,3 August 2022,No Dokuz Productions,Sahin Altug,Sahin Altug,"Naz (Sinem Unsal) has just graduated from the police academy as the most successful student. Even though her mother always wants her to become a nurse, she chooses a difficult way and becomes a police officer to protect her family. After her father passes away, Naz lives together with her mother and uncle and tries her best to protect them.  Naz’s life changes radically after she is assigned to a secret mission together with another police officer Pamir (Halit Ozgur Sari).

To take down a mafia boss, the police force decides to execute a secret plan. According to this secret mission, Naz and Pamir would act like a newly married couple.Naz and Pamir are supposed to come closer to the mafia boss Tarik (Tardu Flordun), live in his neighborhood, and act like lovers all the time. Their mission is not easy because Tarik is professional and he only works with his close relatives.Naz takes a new identity and becomes Yaz. She acts as if she is a psychologist. Likewise, Pamir takes a new identity and becomes Levent. He acts as if he is a rich businessman. Throughout this mission, Naz tries her best to become a close friend of Tarik’s wife. Pamir, on the other hand, tries his best to gain Tarik’s trust.Naz and Tarik start to live in the same house even though they do not get very well with each other. As the story develops, they also develop some feelings toward each other.Love On Duty (Gizli Sakli – Secret Mission) tv series story is about two police officers who act as if they are newly married in order to take down a mafia boss. Will Naz and Pamir become successful and gain the trust of Tarik? Will Naz and Pamir get along well with each other? Will Naz manage to hide this secret mission from her family?Love On Duty (Gizli Sakli)"
https://www.turkishdrama.com/love-and-hate-seversin-tv-series.html,Seversin,Love and Hate,"Romance, Comedy",16.0,Kanal D,21 June 2022,Present,Nebula Film Yapim,Serdar Gozelekli,"Baris Erdogan, Ilker Arslan","Tolga (Burak Yoruk) is a popular young actor who is a prince charming for young girls. He is at the top of his acting career. He comes from a wealthy family and enjoys his life.  Asya (Ilayda Alisan), on the other hand, is a young and beautiful girl who has a modest life together with her family. She lives happily together with her mother, her brother, and her sisters. She works as a saleswoman in the shopping center but aims to study literature at the university.The lives of Tolga and Asya intersect out of pure coincidence.

When Tolga’s new tv series becomes unsuccessful, he decides to shoot another romantic comedy. However, his agent cannot find a female actress who is willing to take part in the same project together with him.The producer decides to organize an audition in order to find a lead actress for the new tv series. Even though Tolga does not like the idea, he has nothing to do but accept what his producer wants.Many young girls come to the audition in order to take part in the same project together with Tolga. One these girls is Nazli (Ergul Miray Sahin).Nazli is Asya’s elder sister who dreams of becoming an actress. She comes to the audition together with her sister.  Even though Asya is not interested in acting, she goes to the audition in order to support her sister. In the beginning, her sister becomes very successful but she falls into the trap of Tolga and ruins her performance.When Asya finds out Tolga’s trick, she cannot stay silent and wants to defend her sister. She starts to discuss Tolga without considering his position and power. Someone records their fight and uploads it to social media.When their discussion becomes online and many fans start to understand the situation. Many people assume that this video is part of a marketing strategy for Tolga’s upcoming tv series. People love the harmony between Tolga and his so-called partner Asya.On social media, people start to talk about Tolga’s new tv series and make lots of comments about it. People become very happy to see that Tolga would take part in another romantic comedy with a woman with whom he has so much harmony.  After seeing all the news on social media, the producer wants to make a contract with Asya. He wants to persuade Asya so that she would take part in the upcoming tv series together with Tolga.Even though Tolga does not get along well with Asya, he cannot object to his producer. He wants to restore his image in the eyes of the public and wants to gain his popularity again. Asya, on the other hand, accepts this offer due to her sister’s persistence.Love and Hate (Seversin) tv series story is about an ordinary young girl Asya who gets a lead role for a television series together with a popular actor Tolga. Will Asya and Tolga eventually get along well with each other? Will Tolga manage to gain his popularity? Will Asya get used to her new life and become successful at acting?Love and Hate (Seversin)"
https://www.turkishdrama.com/balkan-lullaby-balkan-ninnisi-tv-series.html,Balkan Ninnisi,Balkan Lullaby,"Family, Romance, Comedy",9.0,TRT 1,21 June 2022,Present,Nebula Film Yapim,Dogan Umit Karaca (episodes 1-4); Volkan Kapkin (episodes 1-4); Serdar Akar (episodes 5-),"Ugur Uzunok, Nurullah Sevimli, Abdulhamit Isik, Esma Koc","Ertan (Emre Bey) is a young and handsome Turkish guy who lives in North Macedonia together with his big family. He has been raised in Turkish culture so that he would not forget his roots.  Ertan lives in Istanbul for four years apart from his family in order to study at the university. He aims to become a radio programmer and for this reason, he studies radio and television in Istanbul. However, his family thinks that he has been studying architecture in Istanbul.

After four years, Ertan returns to Skopje, North Macedonia, and reunites with his family. Since he has not studied architecture, he cannot build a mosque that has been dreamt of his family for a long time.Out of pure coincidence, Ertan bumps into a beautiful Macedonian girl Jovanka (Merih Ozturk). Jovanka has also studied radio and television in Istanbul and she wants to work in the entertainment sector.The lives of Ertan and Jovanka intersect even though they have totally different families. Ertan’s family, particularly his uncle Suleyman (Erdal Ozyagcilar), is attached to Turkish culture. They want to keep a Turkish legacy alive which was destroyed after the Ottomans left the Balkans. On the other hand, Jovanka’s family, particularly her mother Elena (Suzan Akbelge) is attached to Macedonian culture and has prejudices toward Turkish people.The story becomes more complicated when Ertan and Jovanka come across on different occasions and everyone assumes them as lovers. Even though Ertan and Jovanka try to keep away from themselves, they find themselves closer and closer.Balkan Ninnisi (Balkan Lullaby) tv series story is about the lives of two different families who live in Skopje, North Macedonia. Will Ertan become successful at radio programming? Will Jovanka manage to work in the television sector even though her mother wants her to work in the public sector? Will Ertan and Jovanka start to develop some feelings for each other even though they come from very different families? Will Neriman and Suleyman accept a Macedonian girl as a bride? Will Elena accept a Turkish guy as a groom? Will Ertan’s family and Jovanka’s family eventually get along well with each other?Balkan Ninnisi (Balkan Lullaby)"
https://www.turkishdrama.com/tozluyaka-tv-series.html,Tozluyaka,,"Youth, Drama, Romance",7.0,Fox TV,27 June 2022,Present,NTC Medya,Semih Bagci,Yekta Torun,"Ali (Kaan Mirac Sezen), Zeyno (Serra Pirinc), Arap (Can Bartu Arslan), and Vefa (Durukan Celikkaya) are childhood friends who have been raised together in the same neighborhood. They can do anything for their friendship. Even though they come from poor families, they still know how to have fun and enjoy themselves.  While Ali, Zeyno, and Arap go to the neighborhood high school, their intelligent friend Vefa goes to a private college with a scholarship.

The happy life of Ali and his friends turns upside down all of a sudden with a tragedy. The intelligent guy of the group, Vefa, passes away at the college party. The police consider Vefa’s death as a suicide case without investigating it in detail.On the other hand, Ali and his friends do not believe that Vefa has committed suicide. They suspect that their childhood friend has struggled with peer bullying at the school and has been murdered by his schoolmates.When Ali, Arap, and Zeyno do not give up and try to investigate the reason behind their childhood friend’s death, they find out that Vefa was involved in a fight with his schoolmates at the college party.Berk (Ulvi Kahyaoglu), Ege (Ozgur Daniel Foster), and Cagri (Ahmet Haktan Zavlak) are the students who bully Vefa at the school. When they cannot control their anger at the college party, they beat Vefa to death. In order to protect themselves, they tell that Vefa has attempted to rape Hazal (Cagla Simsek) and for this reason, they have beat him. However, they say that they have not killed him instead Vefa has committed suicide.Ali and his friends do not believe that Vefa has attempted to rape Hazal. They try to do their best to reveal the truth at the college party. Fortunately, they find a way to pass the scholarship exam and start to study at the private college where Berk, Ege, Cagri, and Hazal go.  Ali, Arap, and Zeyno find themselves in a new world that they have not got used to. They try to adjust to their new school life and at the same time, they try to find the culprits behind their childhood friend’s death. In this difficult journey, Ali encounters a beautiful girl Cemre (Ecem Calhan).Tozluyaka tv series story is about three high school students who come from poor families and attend a private college in order to learn the truth about their childhood friend’s death. Will Ali and his close friends learn how their childhood friend has passed away? Will Ali, Arap, and Zeyno get used to their new school and their new classmates from wealthy families? Will Cemre understand her true feelings? Will Cemre continue her relationship with Berk or start a new love story with Ali? Will Zeyno eventually reveal her feelings toward Ali? How do students react when they learn that Hazal comes from a poor family? Will Hazal admit that she has slandered Vefa?Tozluyaka"
https://www.turkishdrama.com/more-beautiful-than-you-senden-daha-guzel-tv-series.html,Senden Daha Guzel,More Beautiful Than You,Romantic Comedy,8.0,Fox TV,7 June 2022,Present,Gold Film,Deniz Kolos (episode 1); Hakan Kirvavac (Ketche) (episodes 2 and more),Ayse Uner Kutlu,"Efsun (Cemre Baysel) is a young and beautiful girl who works as a dermatologist in a small village. She has a cozy life and lives happily together with her father on a village farm. She has never seen her mother since she was a little child.  Efsun’s life changes all of a sudden when she hears back from her long-lost mother Pervin.

Pervin (Ebru Cundubeyoglu) becomes a top plastic surgeon and runs the best beauty clinic in the clinic. She has some health problems and needs to have an operation. She needs to be away from her beauty clinic for 3 months. During this time, she wants her daughter to run the beauty clinic on her behalf.Efsun comes to Istanbul for a day. She thinks that her mother stays in the intensive care unit and wants to see her. She just wants to say how she feels to her mother before she passes away. When she learns that she is deceived and dragged from her village home without any reason, she immediately wants to leave Istanbul.Efsun does not want to run the beauty clinic and wants to return to her cozy life. However, her mother Pervin threatens to take away her village farm. Efsun has two choices: she will either run the beauty clinic for three months or she will lose the village farm where her father lives.Efsun has nothing to do but to accept to run the beauty clinic for 3 months. She needs to run the clinic together with a successful plastic surgeon Emir (Burak Celik).Emir is the most successful plastic surgeon in the beauty clinic. He is handsome, arrogant, and a womanizer. He does not like the idea of running the clinic together with Efsun and hence, he decides to make everything difficult for her so that she would be unsuccessful.  Efsun finds her new life very difficult. She needs to get used to chaotic city life as well as the world of plastic surgery. She hides the fact that she is the daughter of Pervin. For this reason, she chooses a difficult path.More Beautiful Than You (Senden Daha Guzel) tv series story is about a young girl Efsun who moves to Istanbul to run a beauty clinic when her long-lost mother reappears. Will Efsun and Emir eventually get along well? Will Efsun and Emir compete with each other or decide to cooperate? Will Efsun get used to her new urban life? Will Efsun and Emir become successful at running a beauty clinic?More Beautiful Than You (Senden Daha Guzel)"
https://www.turkishdrama.com/our-father-baba-tv-series.html,Baba,Our Father,Drama,15.0,Show TV,,,Ay Yapim,Cagri Bayrak,"Gokhan Horzum, Ekin Atalar","Emin Saruhanli (Haluk Bilginer) is a strong and authoritarian father who strongly adheres to family ties and traditions. He lives in a small town and has an ordinary life together with his family. He is married to Fazilet for 47 years and has three sons and one daughter.  Yasar (Deniz Hamzaoglu) is the eldest son of Saruhanli family. He is married to Binnur (Sedef Akalin). He is obedient to his parents and never objects to their decisions.

Servet (Taner Rumeli) is the second eldest son of Saruhanli family. He is married to Sahika (Zeynep Tugce Bayat) but still needs to live in the same building together with his ex-wife Munevver (Bihter Dincel).Kadir (Tolga Saritas) is the youngest son of Saruhanli family who is the only university graduate in the family. He cares about his independence and for this reason, he often conflicts with his father. Just because his father does not approve his girlfriend, he cannot get married to the girl whom he loves.Busra (Ozge Yagiz) is the only daughter of Saruhanli family. She is married to a man whom she does not love. She suffers from physical and psychological violence from her husband but she cannot get divorce from him just because her father does not give consent.The simple and conservative life of Saruhanli family turns upside down with an airplane crash. As the difficult new life of the Saruhanli family begins, Emin Saruhanli faces the biggest test of his life to protect his family.After this airplane crash, Emin Saruhanli reveals the fact that he belongs to a wealthy Saruhanli family.  Emin Saruhanli has been living in a modest way in a small city after he refused his family ties. Since then, he has not been in touch with his wealthy relatives. However, his brother and all his close relatives pass away due to an airplane crash.As becoming the only alive person from Saruhanli family, Emin Saruhanli becomes the sole heir to a considerate fortune. In order to give a good future to his children, Emin Saruhanli accepts to move to Istanbul and take control of the Saruhanli Conglomerate even though he does not want to.Family members become so excited about moving to Istanbul. They try to get used to their new wealthy life but face new challenges. An ambitious businessman Ilhan (Hakan Kurtas) becomes a big challenge in their way.Emin Saruhanli needs to do his best to hold his family together while trying to cope with the difficulties in his new life. However, he is not as strong as he has been due to Alzheimer’s illness. For this reason, he wants his youngest son Kadir’s support even though he does not get along well with him.  Meanwhile, Kadir gets out of prison after 4 years. He stays in his parents’ house all alone after his family moves to Istanbul. At first, he wants to live as he wishes and thinks that he has gained his independence after a long time. However, he finds out about his father’s illness and decides to move to Istanbul in order to support his family.Our Father (Baba) tv series story is about Emin Saruhanli who is an authoritarian father who struggles to keep his family together when he becomes the sole heir to a considerate fortune. Will Emin Saruhanli become successful at holding his family together? Will Emin and Kadir get along well even though they have different characteristics? Will Busra eventually get a divorce and find happiness in her personal life? Will Saruhanli family get used to their new wealthy lives?Our Father (Baba)"
https://www.turkishdrama.com/the-tale-of-the-far-city-uzak-sehrin-masali-tv-series.html,Uzak Sehrin Masali,The Tale of the Far City,"Drama, Romance",5.0,Fox tv,12 September 2021,14 October 2021,25 Film,Mustafa Sevki Dogan,Can Sinan; Alper Caglayan,"Umay (Aslihan Guner) is a beautiful woman who is married and has two children. She is the bride of Demirkanlar family and lives in a big mansion together with his mother-in-law Aliye (Zeynep Eronat).  Umay suffers from her husband’s cruelty and domestic violence. Even though her husband Affan (Timur Acar) loves her, he drinks alcohol and cannot control his anger.

Umay has been married to Affan for 17 years. Despite being unhappy, she does not end her marriage just for the sake of her children. Her daughter is 15 years old while her son is 6 years old. Her son suffers from Williams syndrome and smiles all the time in every circumstance. Hence, Affan is shamed of his son and does not look for any treatment for his son.One night, Umay reaches the end of her rope. She learns that the young maid who is living in their house is pregnant with Affan’s baby. The maid gives birth to a healthy son who would be considered as the heir of Demirkanlar family due to the fact that Umay’s son is sick.Umay cannot accept this fact. She has forgiven her husband for many times and she does not have any patience for this time. Her husband and her mother-in-law are happy to have a healthy heir for Demirkanlar family. Umay cannot accept the fact that she has been betrayed for a long time by the people who have been living together in the same house and looking at her eyes every day.Umay decides to run away from Demirkanlar mansion together with her daughter and her son. On her way, her husband Affan takes his son for the hope that Umay would return to his house. However, Umay goes to her hometown village which is located in the border of Armenia. She stays at her sister Sonay’s (Begum Birgoren) house for a couple of days and then, goes to the house inherited from her parents where she was born and raised.Umay is determined to have a new life together with her daughter and her son apart from Demirkanlar family. She wants to work at her parents’ dairy farm and provide a decent life for her children.  Out of pure coincidence, the lives of Umay and Kursat intersect.Kursat (Baris Kilic) is a middle aged fugitive person who has been searched by the police at the border of Armenia. He is injured while escaping from the police and hides in a desolated and empty house. However, that house is owned by Umay’s parents. Even though it has been empty for years, Umay and her daughter show up all of a sudden in the middle of the night.The Tale of the Far City (Uzak Sehrin Masali) tv series story is about a difficult life of Umay who has been suffering from the cruelty of her husband. Will Umay manage to start a new life together with her children apart from her husband? Will Kursat help Umay? Will Umay manage to find a treatment for her son?The Tale of the Far City (Uzak Sehrin Masali)"
https://www.turkishdrama.com/midnight-at-the-pera-palace-tv-series.html,Pera Palas’ta Gece Yarisi,Midnight at the Pera Palace,"Mistery, Romance, Time Travelling",8.0,Netflix,"March 3, 2022",Present,Karga Seven Pictures,"Emre Sahin, Nisan Dag",Elif Usman (adapted from Charles King’s book of Midnight at the Pear Palace),"This tv series is adapted from Charles King’s book of Midnight at the Pear Palace.  Esra (Hazal Kaya) is a young and passionate journalist who dreams to make a change in history. She has grown up in an orphanage without knowing anything about her past and her parents.

Esra finds herself in the legendary Pera Palace Hotel in Istanbul while looking for her next big story. She is assigned to write a story about the hotel. Pera Palace is one of the landmarks in Istanbul and it is full of history. The hotel was built in 1892 for the passengers of the Orient Express and hosted Agatha Christie, Ernest Hemingway and Turkish Republic’s founder Mustafa Kemal Ataturk.When Esra comes to Pera Palace Hotel, she is astonished by the hotel’s ambiance. She does not know anything about mysterious supernatural happenings.Esra accidentally discovers a gateway to the year 1919 through a room 411. She is suddenly sent back to the past and finds herself in 1919.The year 1919 is a turning point in Turkish history due to the fact that a young Ottoman general Mustafa Kemal started his journey towards the Turkish War of National Liberation on May 19, 1919.When Esra travels in time and goes to the year 1919, she finds herself in the middle of political conspiracy. She accidentally learns a planned assassination against Mustafa Kemal and changes the history out of pure coincidence.  The assassinator kills a woman Peride (Hazal Kaya) looks exactly like Esra. It is revealed that Peride is an important woman in the history because she is supposed to prevent an assassination against Mustafa Kemal.Meanwhile, a hotel manager Ahmet (Tansu Bicer) travels in time from 2022 to 1919 so as to bring Esra without changing anything in the history. However, he discovers that Turkish history would be in danger if they cannot prevent an assassination against Mustafa Kemal.Thus, Esra disguises her identity and starts to act as if she is Peride. While staying in 1919 for a while, she aims to find the assassinator and put everything back in order. In this journey, Esra bumps into a handsome guy Halit (Selahattin Pasali) who helps her to ensure the election of Turkey’s first president Mustafa Kemal.Midnight at the Pera Palace (Pera Palas’ta Gece Yarisi) tv series story is about a young and passionate journalist who travels in time finds herself in 1919. Will Esra manage to prevent the future from changing? Will Esra and Ahmet solve the truth about the mysterious supernatural happenings in the Pera Palace Hotel? Will Esra learn something about her past? Will Esra and Halit develop some feelings for each other even though they belong to different times?  P.S. Agatha Christie’s novel “Murder on the Orient Express” and Ernest Hemingway’s story “The Snows of Kilimanjaro” have taken place in Pera Palace Hotel.Midnight at the Pera Palace (Pera Palas’ta Gece Yarisi)"
https://www.turkishdrama.com/alparslan-the-great-seljuks-tv-series.html,Alparslan Buyuk Selcuklu,Alparslan The Great Seljuks,"Historical, Action, Drama",27.0,TRT 1,8 November 2021,Present,Akli Film,Sedat Inci,Serdar Ozonalan; Emre Konuk,"The story takes place in 1048. During that time, Anatolia (today’s Turkish lands) was under the Byzantine rule. Alparslan The Great Seljuks is a spin-off from Turkish series The Great Seljuks: Guardians of Justice.  Alparslan (Baris Arduc) is a successful warrior who is brave, fearless and determined. He takes the name of Alp Arslan (literally Heroic Lion in Turkish) thanks to his military prowess and fighting skills.

Alparslan has been raised as an orphan since his mother was murdered by Byzantine soldiers 15 years ago. Since then, he aims to take the revenge of his mother and defeat the Byzantine Empire.Alparslan is one of the princes of the Great Seljuks (Seljuk Melik) . His father Cagri Bey (Erdinc Gulener) is the head of Merv nomad camp while his uncle Tugrul Bey (Baris Bagci) is the sultan of the Great Seljuks. His brother Suleyman (Korel Cezayirli) is also a successful warrior just like him.Merv nomad camp is located near the Byzantine border and is harassed by Byzantine soldiers. Women in the nomad camp are responsible for cooking and weaving carpets while men are responsible for protecting the Turks.When Turks are attacked by Byzantine soldiers, the sultan of the Great Seljuks orders an expedition to Anatolia.On his way to investigate the assassins, Alparslan saves the life of Turkmen girl named Akca Hatun (Fahriye Evcen). Akca Hatun is a beautiful girl who has escaped from Byzantine persecution. Out of pure coincidence, Alparslan saves her life from Byzantine soldiers and brings her to Merv nomad camp. He is impressed by her beauty and innocence at first sight.  On the other hand, the women in the Merv camp particularly Karaca Hatun (Rabia Soyturk) become suspicious of Akca Hatun. Karaca Hatun believes that Akca Hatun has many secrets and she is a traitor.Alparslan The Great Seljuks tv series story is about Alparslan who defeats the Byzantine army in 1071 at the Battle of Manzikert and opens the doors of Anatolia to the Turks. Will Alparslan manage to open the door to new homelands for Turks? Will Alparslan find out the truth about Akca Hatun? Will Tugrul Bey make a good decision while choosing his heir?Alparslan: The Great Seljuks"
